class,label
https://w3id.org/platoon/hasNegativeReactiveWork,"""has  active work ""@en"
https://w3id.org/platoon/hasNetInterchangeActivePower,"""has net interchange active power""@en"
https://w3id.org/platoon/hasNetInterchangeToleranceActivePower,"""has net interchange tolerance active power""@en"
https://w3id.org/platoon/hasNominalElectricEnergy,"""has nominal electric energy""@en"
https://w3id.org/platoon/hasNominalPower,"""has nominal power""@en"
https://w3id.org/platoon/hasNominalThermalPower,"""has thermal energy load""@en"
https://w3id.org/platoon/hasNominalVoltage,"""has nominal voltage""@en"
https://w3id.org/platoon/hasOutputActivePower,"""has output active power""@en"
https://w3id.org/platoon/hasOutputApparentPower,"""has output apparent  power""@en"
https://w3id.org/platoon/hasOutputCurrent,"""has output current""@en"
https://w3id.org/platoon/hasOutputPower,"""has output  power""@en"
https://w3id.org/platoon/hasOutputVoltage,"""has output voltage""@en"
https://w3id.org/platoon/hasPhotovoltaicEnergyProduction,"""has Photovoltaic energy Production""@en"
https://w3id.org/platoon/hasPhysicalPower,"""has physical power""@en"
https://w3id.org/platoon/hasPositiveActivework,"""has  active work ""@en"
https://w3id.org/platoon/hasPositiveReactiveWork,"""has  active work ""@en"
https://w3id.org/platoon/hasPowerConsumption,"""has power consumption""@en"
https://w3id.org/platoon/hasPowerConsumptionPattern,"""has power consumption pattern""@en"
https://w3id.org/platoon/hasPowerFactor,"""has power factor""@en"
https://w3id.org/platoon/hasPowerProduction,"""has power production""@en"
https://w3id.org/platoon/hasRatedePower,"""has rated power""@en"
https://w3id.org/platoon/hasReactiveOutputPower,"""has reactive output power""@en"
https://w3id.org/platoon/hasReactivePowerProduction,"""has reactive power production""@en"
https://w3id.org/platoon/hasReactiveWork,"""has  reactive work ""@en"
https://w3id.org/platoon/hasSelfEnergyConsumption,"""has self energy consumption""@en"
https://w3id.org/platoon/hasSolarEnergy,"""has solar energy""@en"
https://w3id.org/platoon/hasStandardDeviationActivePower,"""has standard deviation active power""@en"
https://w3id.org/platoon/hasStandardDeviationApparentPower,"""has standard deviation apparent power""@en"
https://w3id.org/platoon/hasStandardDeviationPhysicalPower,"""has standard deviation physical power""@en"
https://w3id.org/platoon/hasStandardDeviationPowerFactor,"""has power satandard deviation factor""@en"
https://w3id.org/platoon/hasStandardDeviationStatusPowerCurve,"""has standard deviation status power curve ""@en"
https://w3id.org/platoon/hasStatusPowerCurve,"""has  status power curve ""@en"
https://w3id.org/platoon/hasThermalEnergyConsumption,"""has thermmal energy consumption""@en"
https://w3id.org/platoon/hasThermalEnergyLoad,"""has thermal energy load""@en"
https://w3id.org/platoon/hasTotalGasEnergyConsumption,"""has total gas energy consumption""@en"
https://w3id.org/platoon/nominalElectricalCurrent,"""nominal electrical current""@en"
https://w3id.org/platoon/hasAssetUpgrade,"""has asset upgrade""@en"
https://w3id.org/platoon/hasDemandResponseDerogationSchedule,"""has demand response derogation schedule""@en"
https://w3id.org/platoon/hasForecastOfLoadInterruptionEvent,"""has forecast of Load Interruption Event""@en"
https://w3id.org/platoon/hasForecastOfProductionLoadInterruptionEvent,"""has forecast of production Load Interruption Event""@en"
https://w3id.org/platoon/hasHoliday,"""has Holiday""@en"
https://w3id.org/platoon/hasLoadInterruptionEvent,"""has load interruption event""@en"
https://w3id.org/platoon/hasLocalCalendar,"""has local calendar""@en"
https://w3id.org/platoon/hasMaintenanceAction,"""has maintenance action""@en"
https://w3id.org/platoon/hasMaintenanceActionPlan,"""has maintenance action plan""@en"
https://w3id.org/platoon/hasMaintenanceSchedule,"""has maintenance schedule""@en"
https://w3id.org/platoon/hasOccupancySchedule,"""has Occupancy schedule""@en"
https://w3id.org/platoon/hasOilTest,"""has oil test""@en"
https://w3id.org/platoon/hasPoweLoadInterruptionCapacitySchedule,"""has power load interruption capacity schedule""@en"
https://w3id.org/platoon/hasPublicHoliday,"""has Public Holiday""@en"
https://w3id.org/platoon/hasScheduledMaintenance,"""has scheduled maintenance""@en"
https://w3id.org/platoon/hasSchoolHoliday,"""has School Holiday""@en"
https://w3id.org/platoon/hasStatus,"""has status""@en"
https://w3id.org/platoon/affects,"""affects""@en"
https://w3id.org/platoon/bears,"""bears""@en"
https://w3id.org/platoon/causes,"""causes""@en"
https://w3id.org/platoon/hasDamage,"""has damage""@en"
https://w3id.org/platoon/hasFailureMode,"""has failure mode""@en"
https://w3id.org/platoon/hasForecastOfNonTechnicalLossAlert,"""has forecast of Non Technical Loss Alert""@en"
https://w3id.org/platoon/hasFraudCandidate,"""has fraud candidate""@en"
https://w3id.org/platoon/hasSeverityLevel,"""has severity level""@en"
https://w3id.org/platoon/isDamageOf,"""is damage of""@en"
https://w3id.org/platoon/isDueTo,"""is due to""@en"
https://w3id.org/platoon/leadsTo,"""leads to""@en"
https://w3id.org/platoon/relatedTo,"""related to""@en"
https://w3id.org/platoon/hasForecastProperty,"""has forecast of electric energy load property""@en"
https://w3id.org/platoon/hasForecastingDate,"""has forecasting date""@en"
https://w3id.org/platoon/dependsOn,"""depends on ""@en"
https://w3id.org/platoon/hasAirFlow,"""has air flow""@en"
https://w3id.org/platoon/hasAlarmType,"""has  alarm type ""@en"
https://w3id.org/platoon/hasAvailabily,"""has availabily ""@en"
https://w3id.org/platoon/hasAverageFrequency,"""has average frequency""@en"
https://w3id.org/platoon/hasAverageMechanicalPower,"""has average mechanical power ""@en"
https://w3id.org/platoon/hasAverageOperationTime,"""has average operation time""@en"
https://w3id.org/platoon/hasAveragePressure,"""has average pressure""@en"
https://w3id.org/platoon/hasAverageSpeed,"""has average Speed""@en"
https://w3id.org/platoon/hasAverageTemperature,"""has average temperature ""@en"
https://w3id.org/platoon/hasAverageTorque,"""has average torque""@en"
https://w3id.org/platoon/hasAverageVibration,"""has average vibration""@en"
https://w3id.org/platoon/hasBuyingPrice,"""has buying price""@en"
https://w3id.org/platoon/hasClientsOccupancy,"""has clients occupancy""@en"
https://w3id.org/platoon/hasColour,"""has colour""@en"
https://w3id.org/platoon/hasComfortLevel,"""has comfort Level""@en"
https://w3id.org/platoon/hasCoolFeelingIndex,"""has cool feeling index""@en"
https://w3id.org/platoon/hasCoolingIndicator,"""has Cooling Indicator""@en"
https://w3id.org/platoon/hasDeviation,"""has deviation""@en"
https://w3id.org/platoon/hasEmployeesOccupancy,"""has employees occupancy""@en"
https://w3id.org/platoon/hasFlow,"""has gas flow""@en"
https://w3id.org/platoon/hasForecastOForecastOfPriceProperty,"""has forecast of price property""@en"
https://w3id.org/platoon/hasForecastOfOccupancy,"""has Forecast Of Occupancy""@en"
https://w3id.org/platoon/hasFrequencySetPoint,"""has frequency setpoint""@en"
https://w3id.org/platoon/hasGasFlow,"""has gas flow""@en"
https://w3id.org/platoon/hasGlassCoatedArea,"""has glass coated area""@en"
https://w3id.org/platoon/hasHealthIndex,"""has health index""@en"
https://w3id.org/platoon/hasHeatEmissionIndicator,"""has Heat Emission Indicator""@en"
https://w3id.org/platoon/hasInletTemperature,"""has inlet temperature ""@en"
https://w3id.org/platoon/hasMaximumFrequnecy,"""has maximum frequency""@en"
https://w3id.org/platoon/hasMaximumMechanicalPower,"""has maximum mechanical power ""@en"
https://w3id.org/platoon/hasMaximumOperationTime,"""has maximum operation time ""@en"
https://w3id.org/platoon/hasMaximumPressure,"""has maximum pressure""@en"
https://w3id.org/platoon/hasMaximumSpeed,"""has maximum Speed""@en"
https://w3id.org/platoon/hasMaximumTemperature,"""has maximum temperature ""@en"
https://w3id.org/platoon/hasMaximumTorque,"""has maximum torque""@en"
https://w3id.org/platoon/hasMaximumVibration,"""has maximum vibration ""@en"
https://w3id.org/platoon/hasMechanicalPower,"""has  mechanical power ""@en"
https://w3id.org/platoon/hasMinimumFrequency,"""has minimum frequency""@en"
https://w3id.org/platoon/hasMinimumMechanicalPower,"""has minimum mechanical power ""@en"
https://w3id.org/platoon/hasMinimumOperationTime,"""has minimum operation time""@en"
https://w3id.org/platoon/hasMinimumPressure,"""has minimum pressure""@en"
https://w3id.org/platoon/hasMinimumSpeed,"""has minimum speed""@en"
https://w3id.org/platoon/hasMinimumTemperature,"""has minimum temperature ""@en"
https://w3id.org/platoon/hasMinimumTorque,"""has minimum torque""@en"
https://w3id.org/platoon/hasMinimumVibration,"""has minimum vibration ""@en"
https://w3id.org/platoon/hasNominalSpeed,"""has nominal  speed""@en"
https://w3id.org/platoon/hasOccupancy,"""has occupancy""@en"
https://w3id.org/platoon/hasOpaqueArea,"""has opaque area""@en"
https://w3id.org/platoon/hasOpeningPercentage,"""has opening percentage""@en"
https://w3id.org/platoon/hasOperationModeCode,"""has  operation mode code ""@en"
https://w3id.org/platoon/hasOperationTime,"""has  operation time ""@en"
https://w3id.org/platoon/hasOutdoorTemperature,"""has outdoor temperature ""@en"
https://w3id.org/platoon/hasOutletTemperature,"""has outlet temperature ""@en"
https://w3id.org/platoon/hasPercentage,"""has  percentage""@en"
https://w3id.org/platoon/hasPosition,"""has position""@en"
https://w3id.org/platoon/hasPositionSetpoint,"""has position setpoint""@en"
https://w3id.org/platoon/hasPressure,"""has pressure""@en"
https://w3id.org/platoon/hasRemainingUsefulLife,"""has remaining useful life""@en"
https://w3id.org/platoon/hasRoofFreeArea,"""has roof free area""@en"
https://w3id.org/platoon/hasRoofTiltAngle,"""has Roof Tilt Angle""@en"
https://w3id.org/platoon/hasRotationalSpeed,"""has rotational speed""@en"
https://w3id.org/platoon/hasRotationalSpeedSetpoint,"""has rotational speed setpoint""@en"
https://w3id.org/platoon/hasSellingPrice,"""has selling price""@en"
https://w3id.org/platoon/hasStandardDeviationFrequency,"""has standard deviation frequency""@en"
https://w3id.org/platoon/hasStandardDeviationMechanicalPower,"""has standard deviation mechanical power ""@en"
https://w3id.org/platoon/hasStandardDeviationOperationTime,"""has standard deviation operation time ""@en"
https://w3id.org/platoon/hasStandardDeviationPressure,"""has standard deviation pressure""@en"
https://w3id.org/platoon/hasStandardDeviationSpeed,"""has standard deviation Speed""@en"
https://w3id.org/platoon/hasStandardDeviationTemperature,"""has standard deviation temperature ""@en"
https://w3id.org/platoon/hasStandardDeviationTorque,"""has standard deviation torque""@en"
https://w3id.org/platoon/hasStandardDeviationVibration,"""has standard deviation vibration""@en"
https://w3id.org/platoon/hasStateOfHealthCode,"""has state of health code ""@en"
https://w3id.org/platoon/hasTemperatureWeight,"""has Temperature Weight""@en"
https://w3id.org/platoon/hasThermalArea,"""has thermal area""@en"
https://w3id.org/platoon/hasThermalPowerWeight,"""has thermal power Weight""@en"
https://w3id.org/platoon/hasTorque,"""has torque""@en"
https://w3id.org/platoon/hasTorqueSetPoint,"""has torque setpoint""@en"
https://w3id.org/platoon/hasVibration,"""has vibration""@en"
https://w3id.org/platoon/hasWaterContent,"""has water content""@en"
https://w3id.org/platoon/hasWaterFlow,"""has water flow""@en"
https://w3id.org/platoon/hasWindDirectionDeviation,"""has wind direction deviation""@en"
https://w3id.org/platoon/isLocatedIn,"""has located in ""@en"
https://w3id.org/platoon/isRelativeTo,"""is relative to""@en"
https://w3id.org/platoon/hasAlarmCode,"""has  alarm code ""@en"
https://w3id.org/platoon/hasRenewableEnergyProductionStatus,"""has renewable rnergy production status""@en"
https://w3id.org/platoon/hasStatusCode,"""has  status code ""@en"
https://w3id.org/platoon/tigers,"""tigers""@en"
https://w3id.org/platoon/has12hAheadForecastOfDiffuseSolarRadiation,"""has 12h ahead forecast of diffuse solar radiation property""@en"
https://w3id.org/platoon/has12hAheadForecastOfDirectSolarRadiation,"""has 12h ahead forecast of direct solar radiation property""@en"
https://w3id.org/platoon/has12hAheadForecastOfOutdoorAirTemperature,"""has 12h ahead forecast of outdoor air temperature property""@en"
https://w3id.org/platoon/has12hAheadForecastOfOutdoorRelativeHumidity,"""has 12h ahead forecast of outdoor relative humidity property""@en"
https://w3id.org/platoon/has24hAheadForecastOfDiffuseSolarRadiation,"""has 24h ahead forecast of diffuse solar radiation property""@en"
https://w3id.org/platoon/has24hAheadForecastOfDirectSolarRadiation,"""has 24h ahead forecast of direct solar radiation property""@en"
https://w3id.org/platoon/has24hAheadForecastOfOutdoorAirTemperature,"""has 24h ahead forecast of outdoor air temperature property""@en"
https://w3id.org/platoon/has24hAheadForecastOfOutdoorRelativeHumidity,"""has 24h ahead forecast of outdoor relative humidity property""@en"
https://w3id.org/platoon/has6hAheadForecastOfDiffuseSolarRadiation,"""has 6h ahead forecast of diffuse solar radiation property""@en"
https://w3id.org/platoon/has6hAheadForecastOfDirectSolarRadiation,"""has 6h ahead forecast of direct solar radiation property""@en"
https://w3id.org/platoon/has6hAheadForecastOfOutdoorAirTemperature,"""has 6h ahead forecast of outdoor air temperature property""@en"
https://w3id.org/platoon/has6hAheadForecastOfOutdoorRelativeHumidity,"""has 6h ahead forecast of outdoor relative humidity property""@en"
https://w3id.org/platoon/hasAccumulatedPrecipitation,"""has accumulated precipitation""@en"
https://w3id.org/platoon/hasAccumulatedSnowFall,"""has accumulated snow fall""@en"
https://w3id.org/platoon/hasAirTemperature,"""has  air temperature""@en"
https://w3id.org/platoon/hasAirTemperatureSetpoint,"""has  air temperature setpoint""@en"
https://w3id.org/platoon/hasAverageOutdoorAirTemperature,"""has Outdoor air temperature""@en"
https://w3id.org/platoon/hasAverageUnmetCoolingAirTemperatureSetpointDifference,"""The  average unmet cooling air temperature setpoint""@en"
https://w3id.org/platoon/hasAverageWindDirection,"""has  wind direction Average""@en"
https://w3id.org/platoon/hasAzimuth,"""has azimuth""@en"
https://w3id.org/platoon/hasCloudCover,"""has cloud cover""@en"
https://w3id.org/platoon/hasCloudOpacity,"""has cloud opacity""@en"
https://w3id.org/platoon/hasCloudType,"""has cloud type""@en"
https://w3id.org/platoon/hasCoolingAirTemperatureSetpoint,"""has cooling air temperature setpoint""@en"
https://w3id.org/platoon/hasCoolingAirTemperatureSetpointForOccupiedStatus,"""has cooling air temperature setpoint for occupied status""@en"
https://w3id.org/platoon/hasCoolingAirTemperatureSetpointForUnoccupiedStatus,"""The cooling air temperature setpoint for unoccupied status""@en"
https://w3id.org/platoon/hasCoolingTemperatureSetpointStandByStatus,"""has cooling temperature setpoint standBy status""@en"
https://w3id.org/platoon/hasDewPoint,"""has dew point""@en"
https://w3id.org/platoon/hasDewPointTemperature,"""has dewpoint temperature""@en"
https://w3id.org/platoon/hasDiffuseHorizontalIrradiance,"""has diffuse horizontal irradiance""@en"
https://w3id.org/platoon/hasDirectHorizontalIrradiance,"""has direct horizontal irradiance""@en"
https://w3id.org/platoon/hasDirectNormalIrradiance,"""has direct normal irradiance""@en"
https://w3id.org/platoon/hasForecastOfAccumulatedPrecipitationProperty,"""has forecast of accumulated precipitation property""@en"
https://w3id.org/platoon/hasForecastOfAccumulatedSnowFallProperty,"""has forecast of accumulated snow fall property""@en"
https://w3id.org/platoon/hasForecastOfAirTemperatureProperty,"""has forecast of air temperature property""@en"
https://w3id.org/platoon/hasForecastOfAverageOzoneProperty,"""has forecast of average ozone property""@en"
https://w3id.org/platoon/hasForecastOfAzimuthProperty,"""has forecast of azimuth property""@en"
https://w3id.org/platoon/hasForecastOfCloudCoverProperty,"""has forecast of cloud cover property""@en"
https://w3id.org/platoon/hasForecastOfCloudOpacityProperty,"""has forecast of cloud opacity property""@en"
https://w3id.org/platoon/hasForecastOfCloudTypeProperty,"""has forecast of cloud type property""@en"
https://w3id.org/platoon/hasForecastOfDewPointProperty,"""has forecast of dew point property""@en"
https://w3id.org/platoon/hasForecastOfDiffuseHorizontalIrradiance,"""has forecast of diffuse horizontal irradiance""@en"
https://w3id.org/platoon/hasForecastOfDiffuseSolarRadiation,"""has Forecast Of Diffuse Solar Radiation ""@en"
https://w3id.org/platoon/hasForecastOfDirectHorizontalIrradiance,"""has forecast of direct horizontal irradiance property""@en"
https://w3id.org/platoon/hasForecastOfDirectNormalIrradiance,"""has forecast of direct normal irradiance property""@en"
https://w3id.org/platoon/hasForecastOfDirectSolarRadiation,"""has forecast of direct  solar radiation""@en"
https://w3id.org/platoon/hasForecastOfGlobalHorizontalIrradiance,"""has forecast of global horizontal irradiance property""@en"
https://w3id.org/platoon/hasForecastOfGlobalHorizontalIrradiancePercentile10,"""has forecast of global horizontal irradiance percentile ten property""@en"
https://w3id.org/platoon/hasForecastOfGlobalHorizontalIrradiancePercentile90,"""has forecast of global horizontal irradiance percentile ninety property""@en"
https://w3id.org/platoon/hasForecastOfGlobalSolarRadiationProperty,"""has forecast of global solar radiation property""@en"
https://w3id.org/platoon/hasForecastOfHighAirTemperatureProperty,"""has forecast of high air temperature property""@en"
https://w3id.org/platoon/hasForecastOfHighLevelCloudCoverProperty,"""has forecast of high level cloud cover property""@en"
https://w3id.org/platoon/hasForecastOfHumidityProperty,"""has forecast of humidity property""@en"
https://w3id.org/platoon/hasForecastOfLowAirTemperatureProperty,"""has forecast of low air temperature property""@en"
https://w3id.org/platoon/hasForecastOfLowLevelCloudCoverProperty,"""has forecast of low level cloud cover property""@en"
https://w3id.org/platoon/hasForecastOfMaximumAirTemperatureProperty,"""has forecast of maximum air temperature property""@en"
https://w3id.org/platoon/hasForecastOfMaximumDiffuseSolarRadiation,"""has forecast of maximum diffuse solar radiation ""@en"
https://w3id.org/platoon/hasForecastOfMiddleLevelCloudCoverProperty,"""has forecast of middle level cloud cover property""@en"
https://w3id.org/platoon/hasForecastOfMinimumAirTemperatureProperty,"""has forecast of minimum air temperature property""@en"
https://w3id.org/platoon/hasForecastOfMoonriseProperty,"""has forecast of moonrise property""@en"
https://w3id.org/platoon/hasForecastOfMoonsetProperty,"""has forecast of moonset property""@en"
https://w3id.org/platoon/hasForecastOfOutdoorAirTemperatureProperty,"""has forecast of outdoor air temperature property""@en"
https://w3id.org/platoon/hasForecastOfOutdoorRelativeHumidityProperty,"""has forecast outdoor relative of humidity property""@en"
https://w3id.org/platoon/hasForecastOfOzoneProperty,"""has forecast of ozone property""@en"
https://w3id.org/platoon/hasForecastOfPrecipitationProperty,"""has forecast of precipitation property""@en"
https://w3id.org/platoon/hasForecastOfPressureProperty,"""has forecast of pressure property""@en"
https://w3id.org/platoon/hasForecastOfProbabilityOfPrecipitationProperty,"""has forecast of probabilioty of precipitation property""@en"
https://w3id.org/platoon/hasForecastOfRelativeHumidityProperty,"""has forecast relative of humidity property""@en"
https://w3id.org/platoon/hasForecastOfSeaLevelPressureProperty,"""has forecast of sea level pressure property""@en"
https://w3id.org/platoon/hasForecastOfSnowDepthProperty,"""has forecast of snow depth  property""@en"
https://w3id.org/platoon/hasForecastOfSnowFallProperty,"""has forecast of snow fall property""@en"
https://w3id.org/platoon/hasForecastOfSunriseProperty,"""has forecast of sunrise  property""@en"
https://w3id.org/platoon/hasForecastOfSunsetProperty,"""has forecast of sunset  property""@en"
https://w3id.org/platoon/hasForecastOfUltravioletIndexProperty,"""has forecast of ultraviolet index  property""@en"
https://w3id.org/platoon/hasForecastOfVisibilityProperty,"""has forecast of visibility  property""@en"
https://w3id.org/platoon/hasForecastOfWindDirectionProperty,"""has forecast of wind direction  property""@en"
https://w3id.org/platoon/hasForecastOfWindGustSpeedProperty,"""has forecast of wind gust speed  property""@en"
